sessiontime,pilot_index,worldpositionz,speed,throttle,steer,brake,gear,enginerpm,enginetemperature,fuelintank,currentlaptime,currentlapnum,lapdistance,totaldistance,worldpositionx,worldpositiony,lat,lon
482.48828,10,-1017.67377,257,1.0,0.00174,0.0,6,11802,89,50.97413,0.01955,6,1.93555,22628.49023,-800.91882,0.13666,-33.46074145434242,-70.65642710198603
482.53799,10,-1017.1524,257,0.97932,0.00578,0.0,7,11058,89,50.97377,0.06906,6,5.50781,22632.0625,-797.40717,0.15839,-33.460741258772224,-70.65649633884172
482.58841,10,-1016.61981,258,1.0,0.00508,0.0,7,10456,89,50.97199,0.11937,6,9.14648,22635.70117,-793.83197,0.18002,-33.46074106410203,-70.65656682875611
482.63965,10,-1016.07434,259,1.0,0.0,0.0,7,10448,89,50.97024,0.17046,6,12.86133,22639.41602,-790.1825,0.20183,-33.46074086781183,-70.65663878307633
482.6904,10,-1015.52911,260,1.0,-0.00276,0.0,7,10489,89,50.96849,0.22141,6,16.55664,22643.11133,-786.55029,0.22382,-33.46074066990163,-70.65671039712915
482.74051,10,-1014.98907,261,1.0,0.0,0.0,7,10530,89,50.96677,0.2716,6,20.21875,22646.77344,-782.95294,0.24707,-33.46074046065142,-70.6567813238345
482.78998,10,-1014.45264,262,1.0,0.0,0.0,7,10570,89,50.96507,0.32117,6,23.84961,22650.4043,-779.38666,0.27,-33.46074025428122,-70.65685163801618
482.8501,10,-1013.797,264,1.0,0.0,0.0,7,10617,89,50.963,0.38087,6,28.27734,22654.83203,-775.03564,0.29663,-33.46074001461098,-70.65693742459501
482.90109,10,-1013.23792,265,1.0,0.00123,0.0,7,10657,89,50.96124,0.43208,6,32.05078,22658.60547,-771.32904,0.31888,-33.46073981436078,-70.65701050560016
482.95935,10,-1012.59576,266,1.0,0.00174,0.0,7,10701,89,50.95921,0.49075,6,36.37891,22662.93359,-767.07727,0.3449,-33.460739580180544,-70.65709433546701
483.00763,10,-1012.06073,267,1.0,0.0,0.0,7,10737,89,50.95753,0.53899,6,39.97656,22666.53125,-763.54291,0.36696,-33.460739381640344,-70.65716402058118
483.06506,10,-1011.42047,268,1.0,0.00174,0.0,7,10780,89,50.95552,0.59657,6,44.26562,22670.82031,-759.3183,0.39322,-33.46073914530011,-70.65724731506735
483.11246,10,-1010.88983,269,1.0,0.00123,0.0,7,10814,89,50.95386,0.64401,6,47.79883,22674.35352,-755.82269,0.41461,-33.46073895278992,-70.65731623630667
483.16956,10,-1010.24817,270,1.0,0.00174,0.0,7,10855,89,50.95185,0.70094,6,52.07031,22678.625,-751.59686,0.44069,-33.460738718069685,-70.65739955499605
483.21814,10,-1009.69867,270,1.0,0.0,0.0,7,10890,89,50.95013,0.74936,6,55.71875,22682.27344,-747.98694,0.46238,-33.46073852285949,-70.65747073016834
483.27728,10,-1009.026,271,1.0,0.0,0.0,7,10930,89,50.94804,0.80847,6,60.18164,22686.73633,-743.57312,0.48611,-33.46073830928928,-70.65755775568
483.32648,10,-1008.46429,272,1.0,0.00123,0.0,7,10964,89,50.94629,0.85776,6,63.90039,22690.45508,-739.89355,0.50546,-33.460738135139096,-70.65763030435508
483.38522,10,-1007.79077,273,1.0,0.0,0.0,7,11004,89,50.94419,0.91646,6,68.35742,22694.91211,-735.48438,0.52866,-33.46073792633889,-70.65771723833875
483.43433,10,-1007.22516,274,1.0,0.00174,0.0,7,11036,89,50.94244,0.9656,6,72.09766,22698.65234,-731.78601,0.54692,-33.46073776199873,-70.65779015784588
483.48318,10,-1006.65991,275,1.0,-0.0,0.0,7,11068,89,50.94068,1.01452,6,75.82812,22702.38281,-728.09589,0.56412,-33.460737607198574,-70.65786291477927
483.5415,10,-1005.98315,276,1.0,0.0,0.0,7,11105,89,50.93858,1.07286,6,80.29492,22706.84961,-723.67639,0.58334,-33.460737434218395,-70.65795005278103
483.59048,10,-1005.41302,277,1.0,0.00174,0.0,7,11136,89,50.93681,1.12175,6,84.05664,22710.61133,-719.95599,0.59862,-33.46073729669826,-70.65802340691074
483.6492,10,-1004.72748,278,1.0,0.00123,0.0,7,11172,89,50.93468,1.1805,6,88.58398,22715.13867,-715.48169,0.61654,-33.4607371354181,-70.65811162555367
483.69839,10,-1004.1507,278,1.0,-0.0,0.0,7,11202,89,50.9329,1.2295,6,92.39062,22718.94531,-711.72113,0.63065,-33.46073700842797,-70.65818577164215
483.74905,10,-1003.55518,279,1.0,-0.00174,0.0,7,11233,89,50.93106,1.27988,6,96.32031,22722.875,-707.83783,0.64425,-33.46073688602785,-70.65826233783856
483.80035,10,-1002.95044,280,1.0,-0.00123,0.0,7,11263,89,50.92919,1.33121,6,100.30859,22726.86328,-703.89581,0.65739,-33.460736767767735,-70.65834006186398
483.8508,10,-1002.35474,281,1.0,0.0,0.0,7,11293,89,50.92735,1.38181,6,104.24219,22730.79688,-700.00848,0.66971,-33.46073665688762,-70.6584167076328
483.90109,10,-1001.75964,281,1.0,0.00123,0.0,7,11321,89,50.92551,1.4321,6,108.17578,22734.73047,-696.12134,0.68069,-33.460736558067524,-70.65849334972911
483.95062,10,-1001.17181,282,1.0,0.0,0.0,7,11349,89,50.92369,1.48182,6,112.06055,22738.61523,-692.28253,0.69056,-33.46073646923743,-70.65856903896798
484.01047,10,-1000.45984,283,1.0,0.0,0.0,7,11383,89,50.92148,1.54157,6,116.76953,22743.32422,-687.63074,0.70167,-33.460736369247336,-70.6586607576695
484.05969,10,-999.87238,283,1.0,0.00123,0.0,7,11409,89,50.91967,1.59109,6,120.65039,22747.20508,-683.79492,0.70908,-33.460736302557265,-70.65873638807558
484.11783,10,-999.17639,284,1.0,-0.00123,0.0,7,11441,89,50.91752,1.64931,6,125.24414,22751.79883,-679.2569,0.7178,-33.46073622407719,-70.65882586370196
484.16562,10,-998.60339,285,1.0,-0.00123,0.0,7,11467,89,50.91574,1.69719,6,129.02734,22755.58203,-675.51721,0.7244,-33.46073616467713,-70.65889959878031
484.22241,10,-997.92047,286,1.0,0.0,0.0,7,11496,89,50.91364,1.75409,6,133.53516,22760.08984,-671.06366,0.73081,-33.46073610698707,-70.65898740901554
484.26956,10,-997.35175,286,1.0,0.0,0.0,7,11520,89,50.91189,1.80114,6,137.28906,22763.84375,-667.35468,0.73658,-33.46073605505702,-70.65906053863895
484.32703,10,-996.65735,287,1.0,-0.0,0.0,7,11549,89,50.90975,1.85855,6,141.87305,22768.42773,-662.82397,0.74367,-33.46073599124696,-70.6591498702578
484.375,10,-996.07648,288,1.0,-0.0,0.0,7,11573,89,50.90796,1.90647,6,145.71094,22772.26562,-659.03265,0.74921,-33.46073594138691,-70.65922462341165
484.43268,10,-995.375,288,1.0,-0.00174,0.0,7,11601,89,50.90581,1.96424,6,150.33789,22776.89258,-654.46008,0.75585,-33.460735881626846,-70.65931478042937
484.48087,10,-994.78851,289,1.0,-0.0,0.0,7,11624,89,50.904,2.01234,6,154.20898,22780.76367,-650.63452,0.76135,-33.460735832126794,-70.65939020872422
484.52994,10,-994.1911,289,1.0,0.00123,0.0,7,11647,89,50.90216,2.06123,6,158.1582,22784.71289,-646.73242,0.76725,-33.46073577902674,-70.65946714616399
484.58957,10,-993.46326,290,1.0,-0.0,0.0,7,11674,89,50.89993,2.12075,6,162.96875,22789.52344,-641.97882,0.77456,-33.46073571323668,-70.65956087259133
484.63962,10,-992.85205,291,1.0,0.00174,0.0,7,11697,89,50.89804,2.17082,6,167.01758,22793.57227,-637.97754,0.78054,-33.46073565941662,-70.65963976559371
484.68948,10,-992.24158,291,1.0,-0.0,0.0,7,11719,89,50.89616,2.22068,6,171.05664,22797.61133,-633.98566,0.78639,-33.46073560676657,-70.65971847327435
484.73959,10,-991.62756,292,1.0,-0.00123,0.0,7,11741,89,50.89427,2.27075,6,175.12305,22801.67773,-629.96802,0.79229,-33.46073555366652,-70.65979768887973
484.7998,10,-990.88983,292,1.0,0.0,0.0,7,11766,89,50.892,2.33091,6,180.01562,22806.57031,-625.13281,0.79971,-33.46073548688645,-70.65989302449152
484.84998,10,-990.27356,293,1.0,0.0,0.0,7,11787,89,50.8901,2.38107,6,184.10156,22810.65625,-621.09485,0.80621,-33.46073542838639,-70.65997264077966
484.90057,10,-989.65039,293,1.0,-0.00123,0.0,7,11832,89,50.88857,2.43156,6,188.22852,22814.7832,-617.0152,0.81271,-33.460735369886336,-70.66005307908641
484.95102,10,-989.02905,293,1.0,-0.00123,0.0,8,10895,89,50.88784,2.48209,6,192.3457,22818.90039,-612.94794,0.81866,-33.46073531633628,-70.66013327311907
485.00171,10,-988.40405,294,1.0,-0.0,0.0,8,10299,89,50.88609,2.53279,6,196.49023,22823.04492,-608.85205,0.82518,-33.460735257656225,-70.66021403166536
485.0524,10,-987.77783,294,1.0,-0.00123,0.0,8,10295,89,50.88437,2.58348,6,200.64258,22827.19727,-604.74805,0.83134,-33.46073520221616,-70.66029495013433
485.10355,10,-987.14606,295,1.0,-0.00123,0.0,8,10313,89,50.88264,2.63448,6,204.83789,22831.39258,-600.60413,0.83707,-33.46073515064612,-70.66037665572138
485.1557,10,-986.50031,296,1.0,-0.00123,0.0,8,10331,89,50.88087,2.68637,6,209.125,22835.67969,-596.36713,0.84358,-33.460735092056055,-70.66046019658464
485.20929,10,-985.83563,296,1.0,-0.00214,0.0,8,10349,89,50.87905,2.73974,6,213.53711,22840.0918,-592.00629,0.84974,-33.460735036616,-70.66054617921608
485.26273,10,-985.17462,297,1.0,0.00174,0.0,8,10367,89,50.87723,2.79333,6,217.94531,22844.5,-587.65125,0.855,-33.46073498927596,-70.66063204750108
485.31543,10,-984.52216,297,1.0,-0.0,0.0,8,10385,89,50.87543,2.84612,6,222.29883,22848.85352,-583.34735,0.85952,-33.46073494859591,-70.66071690746882
485.3681,10,-983.86969,298,1.0,-0.00326,0.0,8,10402,89,50.87364,2.89882,6,226.6582,22853.21289,-579.04004,0.86315,-33.46073491592588,-70.66080183467585
485.42044,10,-983.2215,298,1.0,-0.0,0.0,8,10419,89,50.87186,2.9513,6,230.99805,22857.55273,-574.75073,0.86567,-33.460734893245856,-70.66088640697492
485.47195,10,-982.5849,298,1.0,-0.00123,0.0,8,10435,89,50.8701,3.00288,6,235.27148,22861.82617,-570.52606,0.86716,-33.46073487983584,-70.66096970476178
485.5235,10,-981.94757,299,1.0,-0.00123,0.0,8,10452,89,50.86834,3.05442,6,239.55664,22866.11133,-566.29083,0.86838,-33.46073486885583,-70.66105321076043
485.57483,10,-981.31403,299,1.0,0.00123,0.0,8,10468,89,50.86658,3.10575,6,243.83008,22870.38477,-562.06537,0.86846,-33.46073486813583,-70.66113652410935
485.62604,10,-980.68231,300,1.0,0.00123,0.0,8,10484,89,50.86483,3.15702,6,248.09961,22874.6543,-557.84375,0.86712,-33.460734880195844,-70.66121976172033
485.67703,10,-980.05243,300,1.0,-0.0,0.0,8,10503,89,50.86307,3.20806,6,252.35938,22878.91406,-553.63062,0.8662,-33.460734888475855,-70.66130283193817
485.72842,10,-979.41766,301,1.0,-0.00174,0.0,8,10522,89,50.86131,3.25926,6,256.66016,22883.21484,-549.37903,0.86376,-33.460734910435875,-70.66138666043756
485.77979,10,-978.78351,302,1.0,-0.0,0.0,8,10542,89,50.85954,3.31074,6,260.96289,22887.51758,-545.12378,0.8604,-33.460734940675906,-70.66147056107374
485.83011,10,-978.16071,302,1.0,-0.00247,0.0,8,10562,89,50.8578,3.36123,6,265.19141,22891.74609,-540.94135,0.85678,-33.46073497325594,-70.66155302590312
485.89029,10,-977.4173,303,1.0,-0.00123,0.0,8,10585,89,50.85572,3.42143,6,270.25781,22896.8125,-535.93085,0.85114,-33.46073502401599,-70.66165181771385
485.94012,10,-976.80151,303,1.0,-0.00123,0.0,8,10595,89,50.854,3.47135,6,274.45898,22901.01367,-531.77545,0.84655,-33.46073506532603,-70.66173374954253
485.99988,10,-976.06305,304,1.0,-0.00326,0.0,8,10609,89,50.85193,3.53115,6,279.50586,22906.06055,-526.78333,0.84101,-33.460735115186075,-70.6618321789224
486.04898,10,-975.45837,304,1.0,-0.00123,0.0,8,10620,89,50.85023,3.58036,6,283.6543,22910.20898,-522.67877,0.8363,-33.460735157576124,-70.66191310830729
486.10757,10,-974.73688,304,1.0,-0.0,0.0,8,10633,89,50.84819,3.63905,6,288.61914,22915.17383,-517.76868,0.83121,-33.460735203386164,-70.66200992028264
486.15588,10,-974.14362,305,1.0,-0.00174,0.0,8,10644,89,50.84652,3.68749,6,292.71094,22919.26562,-513.71979,0.82724,-33.460735239116204,-70.66208975201924
486.21271,10,-973.44745,305,1.0,-0.0,0.0,8,10656,89,50.84455,3.74459,6,297.53125,22924.08594,-508.95026,0.82217,-33.46073528474625,-70.66218379254641
486.25931,10,-972.87671,305,1.0,-0.00123,0.0,8,10667,89,50.84293,3.79123,6,301.49219,22928.04688,-505.03284,0.81826,-33.46073531993628,-70.66226103207016
486.31546,10,-972.19061,306,1.0,-0.00123,0.0,8,10679,89,50.84097,3.84745,6,306.26367,22932.81836,-500.31012,0.81341,-33.46073536358633,-70.66235414962416
486.36154,10,-971.62817,306,1.0,-0.00174,0.0,8,10688,89,50.83937,3.89354,6,310.18359,22936.73828,-496.43225,0.80887,-33.46073540444637,-70.6624306092938
486.4176,10,-970.94537,306,1.0,0.0,0.0,8,10700,89,50.83742,3.94942,6,314.95508,22941.50977,-491.70987,0.80331,-33.46073545448642,-70.66252372008559
486.46429,10,-970.37683,307,1.0,0.0,0.0,8,10709,89,50.8358,3.99618,6,318.93945,22945.49414,-487.76788,0.7993,-33.460735490576454,-70.6626014440021
486.52036,10,-969.69458,307,1.0,-0.00174,0.0,8,10721,89,50.83384,4.05219,6,323.7207,22950.27539,-483.03473,0.79481,-33.4607355309865,-70.66269476715973
486.56787,10,-969.11719,307,1.0,-0.00174,0.0,8,10730,89,50.83219,4.09952,6,327.7793,22954.33398,-479.01855,0.79052,-33.46073556959654,-70.6627739538415
486.62527,10,-968.4201,307,1.0,-0.00247,0.0,8,10742,89,50.83018,4.15691,6,332.68555,22959.24023,-474.1629,0.78551,-33.46073561468658,-70.66286969227464
486.6727,10,-967.84497,308,1.0,-0.00123,0.0,8,10751,89,50.82852,4.20446,6,336.74805,22963.30273,-470.14307,0.78147,-33.46073565104661,-70.66294895090918
486.72949,10,-967.15753,308,1.0,-0.00123,0.0,8,10762,89,50.82653,4.26117,6,341.61523,22968.16992,-465.32404,0.776,-33.460735700276665,-70.66304396725398
486.77777,10,-966.57416,308,1.0,-0.00276,0.0,8,10771,89,50.82484,4.30934,6,345.75977,22972.31445,-461.22275,0.77131,-33.460735742486705,-70.66312483197302
486.82617,10,-965.9917,309,1.0,-0.00214,0.0,8,10780,89,50.82314,4.35779,6,349.91406,22976.46875,-457.11069,0.76687,-33.46073578244675,-70.66320590904344
486.88428,10,-965.29462,309,1.0,-0.00174,0.0,8,10791,89,50.8211,4.41584,6,354.90234,22981.45703,-452.17056,0.76205,-33.46073582582679,-70.66330331309727
486.93265,10,-964.71564,309,1.0,-0.00326,0.0,8,10800,89,50.81941,4.46427,6,359.05859,22985.61328,-448.05566,0.75793,-33.46073586290683,-70.66338444615452
486.99069,10,-964.02429,309,1.0,-0.00214,0.0,8,10810,89,50.81737,4.52213,6,364.04688,22990.60156,-443.11298,0.75271,-33.46073590988687,-70.66348190043331
487.03012,10,-963.55505,310,1.0,-0.00174,0.0,8,10817,89,50.81598,4.56141,6,367.44141,22993.99609,-439.74673,0.74935,-33.4607359401269,-70.66354827241608
487.09064,10,-962.83942,310,1.0,-0.00214,0.0,8,10828,89,50.81385,4.62168,6,372.64648,22999.20117,-434.58331,0.7437,-33.46073599097696,-70.66365007895793
487.13147,10,-962.35767,310,1.0,-0.00349,0.0,8,10834,89,50.81242,4.66242,6,376.16406,23002.71875,-431.09589,0.73955,-33.46073602832699,-70.66371883997397
487.18292,10,-961.75281,310,1.0,-0.0,0.0,8,10843,89,50.8106,4.71372,6,380.59766,23007.15234,-426.69638,0.73468,-33.46073607215703,-70.66380558456109
487.2348,10,-961.1449,311,1.0,-0.00174,0.0,8,10852,89,50.80878,4.76567,6,385.07227,23011.62695,-422.25653,0.73051,-33.46073610968708,-70.66389312455989
487.28595,10,-960.54749,311,1.0,-0.00123,0.0,8,10860,89,50.80698,4.81691,6,389.48633,23016.04102,-417.87723,0.72619,-33.460736148567115,-70.6639794706753
487.33655,10,-959.95789,311,1.0,-0.00247,0.0,8,10869,89,50.80519,4.86758,6,393.85938,23020.41406,-413.53775,0.72145,-33.46073619122716,-70.66406503162081
487.3884,10,-959.35535,311,1.0,-0.00174,0.0,8,10877,89,50.80336,4.91904,6,398.33984,23024.89453,-409.09052,0.71695,-33.4607362317272,-70.66415271706853
487.43979,10,-958.75842,312,1.0,-0.00214,0.0,8,10885,89,50.80154,4.97082,6,402.78711,23029.3418,-404.67712,0.71244,-33.460736272317234,-70.6642397354778
487.48926,10,-958.18658,312,1.0,-0.0,0.0,8,10893,89,50.79979,5.02054,6,407.07812,23033.63281,-400.42505,0.70743,-33.46073631740728,-70.66432357290445
487.54813,10,-957.50714,312,1.0,-0.00174,0.0,8,10902,89,50.79771,5.07954,6,412.19141,23038.74609,-395.36111,0.70159,-33.460736369967336,-70.66442341784027
487.59625,10,-956.95343,312,1.0,-0.0,0.0,8,10909,89,50.79601,5.1278,6,416.375,23042.92969,-391.21735,0.69761,-33.46073640578737,-70.66450511977163
487.6539,10,-956.29205,313,1.0,-0.00123,0.0,8,10918,89,50.79397,5.18542,6,421.38672,23047.94141,-386.25482,0.69272,-33.460736449797416,-70.66460296525106
487.70157,10,-955.74493,313,1.0,-0.00276,0.0,8,10925,89,50.79227,5.23316,6,425.53906,23052.09375,-382.14258,0.6884,-33.460736488677455,-70.66468404565302
487.75888,10,-955.09015,313,1.0,-0.00123,0.0,8,10934,89,50.79024,5.29035,6,430.5293,23057.08398,-377.20108,0.6832,-33.4607365354775,-70.66478147642954
487.80713,10,-954.53918,313,1.0,-0.00214,0.0,8,10941,89,50.78852,5.33858,6,434.73633,23061.29102,-373.03323,0.6787,-33.46073657597754,-70.66486365324786
487.86475,10,-953.88245,313,1.0,-0.00174,0.0,8,10949,89,50.78648,5.39629,6,439.76562,23066.32031,-368.05157,0.67311,-33.46073662628759,-70.66496187579055
487.91278,10,-953.33698,314,1.0,-0.0,0.0,8,10955,89,50.78477,5.44431,6,443.95898,23070.51367,-363.89862,0.66879,-33.46073666516763,-70.66504375881321
487.97021,10,-952.68567,314,1.0,-0.00214,0.0,8,10963,89,50.78273,5.50172,6,448.97461,23075.5293,-358.93152,0.66393,-33.460736708907675,-70.66514169430587
488.01837,10,-952.1413,314,1.0,-0.0,0.0,8,10970,89,50.78101,5.54975,6,453.17969,23079.73438,-354.76483,0.65938,-33.46073674985772,-70.66522384819197
488.07632,10,-951.48596,314,1.0,-0.00174,0.0,8,10978,89,50.77895,5.6077,6,458.25,23084.80469,-349.74326,0.65418,-33.46073679665776,-70.66532285760302
488.12433,10,-950.94543,314,1.0,0.0,0.0,8,10984,89,50.77724,5.65581,6,462.45312,23089.00781,-345.57959,0.65008,-33.4607368335578,-70.66540495195646
488.18115,10,-950.30609,315,1.0,-0.00247,0.0,8,10992,89,50.77522,5.71274,6,467.42773,23093.98242,-340.65128,0.64453,-33.46073688350785,-70.66550212250323
488.22833,10,-949.77698,315,1.0,-0.0,0.0,8,10998,89,50.77353,5.75987,6,471.56445,23098.11914,-336.5542,0.63978,-33.46073692625789,-70.66558290381968
488.28506,10,-949.14093,315,1.0,-0.00214,0.0,8,11005,89,50.77151,5.81662,6,476.53906,23103.09375,-331.62744,0.63457,-33.46073697314794,-70.66568004380294
488.33194,10,-948.61633,315,1.0,-0.00174,0.0,8,11011,89,50.76983,5.86358,6,480.6543,23107.20898,-327.55005,0.63071,-33.46073700788797,-70.66576043695108
488.38867,10,-947.98328,315,1.0,-0.00123,0.0,8,11018,89,50.7678,5.92007,6,485.63867,23112.19336,-322.61386,0.6257,-33.46073705297802,-70.66585776285284
488.43671,10,-947.44879,316,1.0,-0.00247,0.0,8,11024,89,50.76609,5.96812,6,489.86133,23116.41602,-318.43042,0.62114,-33.46073709401806,-70.66594024688379
488.49387,10,-946.81519,316,1.0,-0.00123,0.0,8,11030,89,50.76404,6.0254,6,494.88672,23121.44141,-313.45206,0.61593,-33.46073714090811,-70.66603840419474
488.54074,10,-946.29724,316,1.0,-0.0,0.0,8,11036,89,50.76236,6.07236,6,499.01367,23125.56836,-309.3627,0.61162,-33.46073717969814,-70.66611903325705
488.59753,10,-945.67212,316,1.0,-0.0,0.0,8,11043,89,50.76033,6.12911,6,504.01562,23130.57031,-304.40463,0.60606,-33.46073722973819,-70.66621679044256
488.64468,10,-945.15466,316,1.0,-0.0,0.0,8,11048,89,50.75863,6.17636,6,508.17188,23134.72656,-300.28751,0.60148,-33.460737270958234,-70.66629796678968
488.70084,10,-944.53967,316,1.0,-0.00123,0.0,8,11054,89,50.75662,6.2326,6,513.11914,23139.67383,-295.38376,0.59666,-33.46073731433828,-70.6663946529988
488.74811,10,-944.02332,317,1.0,-0.0,0.0,8,11060,89,50.75492,6.27967,6,517.28906,23143.84375,-291.25098,0.5927,-33.46073734997832,-70.66647613815285
488.80573,10,-943.396,317,1.0,-0.0,0.0,8,11066,89,50.75286,6.33727,6,522.37109,23148.92578,-286.21512,0.58758,-33.46073739605836,-70.66657542909714
488.85309,10,-942.88074,317,1.0,0.0,0.0,8,11071,89,50.75116,6.38478,6,526.55078,23153.10547,-282.07135,0.58317,-33.4607374357484,-70.66665713086344
488.90982,10,-942.26276,317,1.0,-0.00174,0.0,8,11077,89,50.74911,6.44144,6,531.56445,23158.11914,-277.1015,0.57737,-33.46073748794845,-70.66675512018512
488.95786,10,-941.74146,317,1.0,-0.0,0.0,8,11082,89,50.74739,6.48936,6,535.80664,23162.36133,-272.89603,0.57293,-33.46073752790849,-70.6668380384513
489.01523,10,-941.11908,317,1.0,-0.0,0.0,8,11088,89,50.74533,6.54683,6,540.87695,23167.43164,-267.87006,0.56782,-33.46073757389854,-70.66693713432984
489.06262,10,-940.60492,318,1.0,-0.00123,0.0,8,11093,89,50.74362,6.59431,6,545.06836,23171.62305,-263.71631,0.56361,-33.46073761178857,-70.6670190328382
489.1199,10,-939.98474,318,1.0,0.0,0.0,8,11099,89,50.74156,6.65138,6,550.13477,23176.68945,-258.69443,0.55856,-33.460737657238624,-70.66711804804953
489.16812,10,-939.46179,318,1.0,0.00123,0.0,8,11104,89,50.73982,6.69961,6,554.4043,23180.95898,-254.46056,0.5543,-33.46073769557866,-70.66720152624153
489.22614,10,-938.83228,318,1.0,0.0,0.0,8,11110,89,50.73774,6.75757,6,559.54102,23186.0957,-249.36826,0.54887,-33.46073774444871,-70.66730192983589
489.27524,10,-938.29944,318,1.0,0.0,0.0,8,11114,89,50.73596,6.80645,6,563.89062,23190.44531,-245.05746,0.54367,-33.460737791248754,-70.6673869247011
489.33499,10,-937.65039,318,1.0,0.00214,0.0,8,11120,89,50.73381,6.8662,6,569.1875,23195.74219,-239.80606,0.53815,-33.46073784092881,-70.66749046520235
489.3851,10,-937.10571,318,1.0,0.00123,0.0,8,11125,89,50.732,6.91616,6,573.62695,23200.18164,-235.40157,0.53396,-33.460737878638845,-70.66757730743856
489.44577,10,-936.44489,319,1.0,-0.0,0.0,8,11130,89,50.72981,6.97671,6,579.00586,23205.56055,-230.0665,0.52863,-33.46073792660889,-70.66768249763923
489.49683,10,-935.88702,319,1.0,-0.00349,0.0,8,11135,89,50.72797,7.02769,6,583.5332,23210.08789,-225.5752,0.524,-33.460737968278934,-70.66777105141
489.54861,10,-935.32367,319,1.0,0.0,0.0,8,11140,89,50.7261,7.07927,6,588.12695,23214.68164,-221.01862,0.51945,-33.460738009228976,-70.66786089229427
489.6004,10,-934.75909,319,1.0,0.0,0.0,8,11144,89,50.72423,7.13117,6,592.72266,23219.27734,-216.45897,0.51668,-33.460738034159,-70.66795079393638
489.65164,10,-934.20062,319,1.0,-0.0,0.0,8,11149,89,50.72238,7.18246,6,597.27344,23223.82812,-211.9437,0.51537,-33.46073804594901,-70.66803982073554
489.70276,10,-933.6452,319,1.0,0.0,0.0,8,11152,89,50.72054,7.23364,6,601.81445,23228.36914,-207.43867,0.51542,-33.460738045499006,-70.66812864581858
489.75381,10,-933.09039,319,1.0,-0.0,0.0,8,11158,89,50.71869,7.28463,6,606.35156,23232.90625,-202.9373,0.51954,-33.46073800841897,-70.66821739930909
489.80502,10,-932.53314,320,1.0,-0.00123,0.0,8,11161,89,50.71684,7.33585,6,610.9043,23237.45898,-198.42006,0.52265,-33.460737980428945,-70.66830646557585
489.85635,10,-931.97528,320,1.0,-0.0,0.0,8,11166,89,50.71498,7.38709,6,615.47266,23242.02734,-193.88765,0.52539,-33.46073795576892,-70.6683958309042
489.90851,10,-931.40765,320,1.0,-0.00123,0.0,8,11170,89,50.71309,7.43916,6,620.11328,23246.66797,-189.28445,0.52874,-33.460737925618886,-70.66848659208691
489.95999,10,-930.84814,320,1.0,-0.0,0.0,8,11174,89,50.71123,7.49089,6,624.69336,23251.24805,-184.74051,0.53173,-33.460737898708864,-70.66857618480564
490.01028,10,-930.30115,320,1.0,0.0,0.0,8,11178,89,50.70941,7.54134,6,629.16992,23255.72461,-180.29756,0.53493,-33.46073786990883,-70.66866378635783
490.06027,10,-929.75757,320,1.0,0.0,0.0,8,11181,89,50.7076,7.59133,6,633.62305,23260.17773,-175.88052,0.53777,-33.460737844348806,-70.66875087700176
490.11017,10,-929.21484,320,1.0,0.0,0.0,8,11185,89,50.70578,7.64127,6,638.06836,23264.62305,-171.46809,0.54095,-33.46073781572878,-70.66883787681098
490.17017,10,-928.56262,320,1.0,0.0,0.0,8,11190,89,50.70361,7.70123,6,643.41797,23269.97266,-166.16092,0.54474,-33.46073778161875,-70.66894251820148
490.22003,10,-928.02057,320,1.0,0.00214,0.0,8,11193,89,50.7018,7.75112,6,647.86328,23274.41797,-161.74995,0.54775,-33.460737754528715,-70.66902948921911
490.26996,10,-927.47638,321,1.0,-0.00123,0.0,8,11197,89,50.69999,7.80102,6,652.31641,23278.87109,-157.3309,0.55092,-33.46073772599869,-70.66911661958328
490.33002,10,-926.82239,321,1.0,0.0,0.0,8,11201,89,50.69781,7.86115,6,657.67578,23284.23047,-152.01399,0.55461,-33.460737692788655,-70.66922145303724
490.37955,10,-926.28241,321,1.0,0.0,0.0,8,11205,89,50.69601,7.91068,6,662.0918,23288.64648,-147.63031,0.55751,-33.46073766668863,-70.66930788599343
490.4295,10,-925.737,321,1.0,-0.0,0.0,8,11208,89,50.6942,7.96057,6,666.55273,23293.10742,-143.2048,0.56066,-33.4607376383386,-70.66939514375584
490.48923,10,-925.08459,321,1.0,0.0,0.0,8,11212,89,50.69203,8.02046,6,671.88867,23298.44336,-137.90915,0.56449,-33.460737603868566,-70.6694995580876
490.53885,10,-924.54242,321,1.0,0.0,0.0,8,11215,89,50.69023,8.06996,6,676.31641,23302.87109,-133.51515,0.56663,-33.46073758460855,-70.66958619442627
490.59799,10,-923.89502,321,1.0,0.0,0.0,8,11220,89,50.68808,8.12926,6,681.60156,23308.15625,-128.27132,0.56876,-33.46073756543853,-70.66968958677036
490.64648,10,-923.36438,321,1.0,0.0,0.0,8,11223,89,50.68632,8.17791,6,685.9375,23312.49219,-123.96909,0.56912,-33.460737562198524,-70.66977441340569
490.70389,10,-922.73535,321,1.0,0.00123,0.0,8,11226,89,50.68423,8.23547,6,691.07031,23317.625,-118.8745,0.56799,-33.46073757236854,-70.66987486266106
490.75067,10,-922.22229,321,1.0,-0.0,0.0,8,11229,89,50.68253,8.28243,6,695.25586,23321.81055,-114.72159,0.56652,-33.46073758559855,-70.66995674485854
